DaystoShipActual,SalesForecast,ShipStatus,DaystoShipScheduled,SalesperCustomer,ProfitRatio,Category,City,Country/Region,CustomerName,Discount,NumberofRecords,OrderDate,Order ID,Person,PostalCode,ProductName,Profit,Quantity,Region,Returned,ProfitperOrder,Sales,Segment,ShipDate,ShipMode,State,SubCategory
2,83.00,Shipped Early,3.00,55.50,0.18,Office Supplies,West Jordan,United States,Alejandro Grove,0.00,1,5/13/2016,CA-2016-167164,Anna Andreadi,84084,Fellowes Super Stor/Drawer,10.00,2.00,West,,9.99,56.00,Consumer,5/15/2016,Second Class,Utah,Storage
5,13.00,Shipped Late,3.00,8.56,0.29,Office Supplies,San Francisco,United States,Zuschuss Donatelli,0.00,1,8/27/2016,CA-2016-143336,Anna Andreadi,94109,Newell 341,2.00,2.00,West,Yes,2.48,9.00,Consumer,9/1/2016,Second Class,California,Art
5,13.00,Shipped Late,3.00,8.56,0.29,Office Supplies,San Francisco,United States,Zuschuss Donatelli,0.00,1,8/27/2016,CA-2016-143336,Anna Andreadi,94109,Newell 341,2.00,2.00,West,Yes,2.48,9.00,Consumer,9/1/2016,Second Class,California,Art
5,13.00,Shipped Late,3.00,8.56,0.29,Office Supplies,San Francisco,United States,Zuschuss Donatelli,0.00,1,8/27/2016,CA-2016-143336,Anna Andreadi,94109,Newell 341,2.00,2.00,West,Yes,2.48,9.00,Consumer,9/1/2016,Second Class,California,Art
5,320.00,Shipped Late,3.00,213.48,0.08,Technology,San Francisco,United States,Zuschuss Donatelli,0.20,1,8/27/2016,CA-2016-143336,Anna Andreadi,94109,Cisco SPA 501G IP Phone,16.00,3.00,West,Yes,16.01,213.00,Consumer,9/1/2016,Second Class,California,Phones
5,320.00,Shipped Late,3.00,213.48,0.08,Technology,San Francisco,United States,Zuschuss Donatelli,0.20,1,8/27/2016,CA-2016-143336,Anna Andreadi,94109,Cisco SPA 501G IP Phone,16.00,3.00,West,Yes,16.01,213.00,Consumer,9/1/2016,Second Class,California,Phones
5,320.00,Shipped Late,3.00,213.48,0.08,Technology,San Francisco,United States,Zuschuss Donatelli,0.20,1,8/27/2016,CA-2016-143336,Anna Andreadi,94109,Cisco SPA 501G IP Phone,16.00,3.00,West,Yes,16.01,213.00,Consumer,9/1/2016,Second Class,California,Phones
5,34.00,Shipped Late,3.00,22.72,0.33,Office Supplies,San Francisco,United States,Zuschuss Donatelli,0.20,1,8/27/2016,CA-2016-143336,Anna Andreadi,94109,"Wilson Jones Hanging View Binder, White, 1""",7.00,4.00,West,Yes,7.38,23.00,Consumer,9/1/2016,Second Class,California,Binders
5,34.00,Shipped Late,3.00,22.72,0.33,Office Supplies,San Francisco,United States,Zuschuss Donatelli,0.20,1,8/27/2016,CA-2016-143336,Anna Andreadi,94109,"Wilson Jones Hanging View Binder, White, 1""",7.00,4.00,West,Yes,7.38,23.00,Consumer,9/1/2016,Second Class,California,Binders
5,34.00,Shipped Late,3.00,22.72,0.33,Office Supplies,San Francisco,United States,Zuschuss Donatelli,0.20,1,8/27/2016,CA-2016-143336,Anna Andreadi,94109,"Wilson Jones Hanging View Binder, White, 1""",7.00,4.00,West,Yes,7.38,23.00,Consumer,9/1/2016,Second Class,California,Binders
4,29.00,Shipped Early,6.00,19.46,0.26,Office Supplies,Fremont,United States,Ken Black,0.00,1,12/9/2018,CA-2018-137330,Kelly Williams,68025,Newell 318,5.00,7.00,Central,,5.06,19.00,Corporate,12/13/2018,Standard Class,Nebraska,Art
4,90.00,Shipped Early,6.00,60.34,0.26,Office Supplies,Fremont,United States,Ken Black,0.00,1,12/9/2018,CA-2018-137330,Kelly Williams,68025,"Acco Six-Outlet Power Strip, 4' Cord Length",16.00,7.00,Central,,15.69,60.00,Corporate,12/13/2018,Standard Class,Nebraska,Appliances
2,107.00,Shipped Early,3.00,71.37,-0.01,Furniture,Philadelphia,United States,Sandra Flanagan,0.30,1,7/16/2019,US-2019-156909,Chuck Magee,19140,"Global Deluxe Stacking Chair, Gray",-1.00,2.00,East,,-1.02,71.00,Consumer,7/18/2019,Second Class,Pennsylvania,Chairs
5,1564.00,Shipped Early,6.00,1044.63,0.23,Furniture,Orem,United States,Emily Burns,0.00,1,9/25/2017,CA-2017-106320,Anna Andreadi,84057,Bretford CR4500 Series Slim Rectangular Table,240.00,3.00,West,,240.26,1045.00,Consumer,9/30/2017,Standard Class,Utah,Tables
4,17.00,Shipped Late,3.00,11.65,0.36,Office Supplies,Los Angeles,United States,Eric Hoffmann,0.20,1,1/16/2018,CA-2018-121755,Anna Andreadi,90049,Wilson Jones Active Use Binders,4.00,2.00,West,,4.22,12.00,Consumer,1/20/2018,Second Class,California,Binders
4,136.00,Shipped Late,3.00,90.57,0.13,Technology,Los Angeles,United States,Eric Hoffmann,0.00,1,1/16/2018,CA-2018-121755,Anna Andreadi,90049,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,12.00,3.00,West,,11.77,91.00,Consumer,1/20/2018,Second Class,California,Accessories
4,4618.00,Shipped Early,6.00,3083.43,-0.54,Furniture,Philadelphia,United States,Tracy Blumstein,0.50,1,9/17/2017,US-2017-150630,Chuck Magee,19140,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",-1665.00,7.00,East,,-1665.05,3083.00,Consumer,9/21/2017,Standard Class,Pennsylvania,Bookcases
4,14.00,Shipped Early,6.00,9.62,-0.73,Office Supplies,Philadelphia,United States,Tracy Blumstein,0.70,1,9/17/2017,US-2017-150630,Chuck Magee,19140,Avery Recycled Flexi-View Covers for Binding Systems,-7.00,2.00,East,,-7.05,10.00,Consumer,9/21/2017,Standard Class,Pennsylvania,Binders
4,186.00,Shipped Early,6.00,124.20,0.13,Furniture,Philadelphia,United States,Tracy Blumstein,0.20,1,9/17/2017,US-2017-150630,Chuck Magee,19140,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",16.00,3.00,East,,15.52,124.00,Consumer,9/21/2017,Standard Class,Pennsylvania,Furnishings
4,5.00,Shipped Early,6.00,3.26,0.34,Office Supplies,Philadelphia,United States,Tracy Blumstein,0.20,1,9/17/2017,US-2017-150630,Chuck Magee,19140,Poly String Tie Envelopes,1.00,2.00,East,,1.10,3.00,Consumer,9/21/2017,Standard Class,Pennsylvania,Envelopes
4,129.00,Shipped Early,6.00,86.30,0.11,Office Supplies,Philadelphia,United States,Tracy Blumstein,0.20,1,9/17/2017,US-2017-150630,Chuck Magee,19140,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",10.00,6.00,East,,9.71,86.00,Consumer,9/21/2017,Standard Class,Pennsylvania,Art
4,10.00,Shipped Early,6.00,6.86,-0.83,Office Supplies,Philadelphia,United States,Tracy Blumstein,0.70,1,9/17/2017,US-2017-150630,Chuck Magee,19140,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",-6.00,6.00,East,,-5.71,7.00,Consumer,9/21/2017,Standard Class,Pennsylvania,Binders
4,24.00,Shipped Early,6.00,15.76,0.23,Office Supplies,Philadelphia,United States,Tracy Blumstein,0.20,1,9/17/2017,US-2017-150630,Chuck Magee,19140,Lumber Crayons,4.00,2.00,East,,3.55,16.00,Consumer,9/21/2017,Standard Class,Pennsylvania,Art
4,44.00,Shipped Late,3.00,29.47,0.34,Office Supplies,Houston,United States,Matt Abelman,0.20,1,10/19/2019,CA-2019-107727,Kelly Williams,77095,Easy-staple paper,10.00,3.00,Central,,9.95,29.00,Home Office,10/23/2019,Second Class,Texas,Paper
2,1644.00,Shipped Late,1.00,1097.54,0.11,Technology,Richardson,United States,Gene Hale,0.20,1,12/8/2018,CA-2018-117590,Kelly Williams,75080,GE 30524EE4,123.00,7.00,Central,,123.47,1098.00,Corporate,12/10/2018,First Class,Texas,Phones
2,286.00,Shipped Late,1.00,190.92,-0.78,Furniture,Richardson,United States,Gene Hale,0.60,1,12/8/2018,CA-2018-117590,Kelly Williams,75080,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",-148.00,5.00,Central,,-147.96,191.00,Corporate,12/10/2018,First Class,Texas,Furnishings
4,170.00,Shipped Early,6.00,113.33,0.31,Office Supplies,Houston,United States,Steve Nguyen,0.20,1,12/27/2017,CA-2017-117415,Kelly Williams,77041,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",35.00,9.00,Central,,35.41,113.00,Home Office,12/31/2017,Standard Class,Texas,Envelopes
4,797.00,Shipped Early,6.00,532.40,-0.09,Furniture,Houston,United States,Steve Nguyen,0.32,1,12/27/2017,CA-2017-117415,Kelly Williams,77041,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",-47.00,3.00,Central,,-46.98,532.00,Home Office,12/31/2017,Standard Class,Texas,Bookcases
4,318.00,Shipped Early,6.00,212.06,-0.07,Furniture,Houston,United States,Steve Nguyen,0.30,1,12/27/2017,CA-2017-117415,Kelly Williams,77041,"Global Fabric Manager's Chair, Dark Gray",-15.00,3.00,Central,,-15.15,212.00,Home Office,12/31/2017,Standard Class,Texas,Chairs
4,556.00,Shipped Early,6.00,371.17,0.11,Technology,Houston,United States,Steve Nguyen,0.20,1,12/27/2017,CA-2017-117415,Kelly Williams,77041,Plantronics HL10 Handset Lifter,42.00,4.00,Central,,41.76,371.00,Home Office,12/31/2017,Standard Class,Texas,Phones
5,220.00,Shipped Early,6.00,147.17,0.11,Technology,Naperville,United States,Linda Cazamias,0.20,1,9/10/2019,CA-2019-120999,Kelly Williams,60540,Panasonic Kx-TS550,17.00,4.00,Central,,16.56,147.00,Corporate,9/15/2019,Standard Class,Illinois,Phones
5,117.00,Shipped Early,6.00,77.88,0.05,Office Supplies,Los Angeles,United States,Ruben Ausman,0.00,1,7/17/2018,CA-2018-101343,Anna Andreadi,90049,"Eldon Base for stackable storage shelf, platinum",4.00,2.00,West,,3.89,78.00,Corporate,7/22/2018,Standard Class,California,Storage
4,143.00,Shipped Early,6.00,95.62,0.10,Office Supplies,Melbourne,United States,Erin Smith,0.20,1,9/19/2019,CA-2019-139619,Cassandra Brandow,32935,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",10.00,2.00,South,,9.56,96.00,Corporate,9/23/2019,Standard Class,Florida,Storage
2,69.00,Shipped Late,1.00,45.98,0.43,Technology,Eagan,United States,Odella Nelson,0.00,1,3/11/2018,CA-2018-118255,Kelly Williams,55122,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",20.00,2.00,Central,,19.77,46.00,Corporate,3/13/2018,First Class,Minnesota,Accessories
2,26.00,Shipped Late,1.00,17.46,0.47,Office Supplies,Eagan,United States,Odella Nelson,0.00,1,3/11/2018,CA-2018-118255,Kelly Williams,55122,Wilson Jones Leather-Like Binders with DublLock Round Rings,8.00,2.00,Central,,8.21,17.00,Corporate,3/13/2018,First Class,Minnesota,Binders
5,317.00,Shipped Late,3.00,211.96,0.04,Office Supplies,Westland,United States,Patrick O'Donnell,0.00,1,10/20/2016,CA-2016-146703,Kelly Williams,48185,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",8.00,4.00,Central,,8.48,212.00,Consumer,10/25/2016,Second Class,Michigan,Storage
5,67.00,Shipped Early,6.00,45.00,0.11,Technology,Dover,United States,Lena Hernandez,0.00,1,6/20/2018,CA-2018-169194,Chuck Magee,19901,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,5.00,3.00,East,,4.95,45.00,Consumer,6/25/2018,Standard Class,Delaware,Accessories
5,33.00,Shipped Early,6.00,21.80,0.28,Technology,Dover,United States,Lena Hernandez,0.00,1,6/20/2018,CA-2018-169194,Chuck Magee,19901,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",6.00,2.00,East,,6.10,22.00,Consumer,6/25/2018,Standard Class,Delaware,Phones
4,57.00,Shipped Early,6.00,38.22,0.47,Office Supplies,New Albany,United States,Darren Powers,0.00,1,4/18/2017,CA-2017-115742,Kelly Williams,47150,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",18.00,6.00,Central,,17.96,38.00,Consumer,4/22/2017,Standard Class,Indiana,Binders
4,113.00,Shipped Early,6.00,75.18,0.47,Office Supplies,New Albany,United States,Darren Powers,0.00,1,4/18/2017,CA-2017-115742,Kelly Williams,47150,Avery 485,35.00,6.00,Central,,35.33,75.00,Consumer,4/22/2017,Standard Class,Indiana,Labels
4,9.00,Shipped Early,6.00,6.16,0.48,Furniture,New Albany,United States,Darren Powers,0.00,1,4/18/2017,CA-2017-115742,Kelly Williams,47150,Longer-Life Soft White Bulbs,3.00,2.00,Central,,2.96,6.00,Consumer,4/22/2017,Standard Class,Indiana,Furnishings
4,135.00,Shipped Early,6.00,89.99,0.19,Furniture,New Albany,United States,Darren Powers,0.00,1,4/18/2017,CA-2017-115742,Kelly Williams,47150,"Global Leather Task Chair, Black",17.00,1.00,Central,,17.10,90.00,Consumer,4/22/2017,Standard Class,Indiana,Chairs
6,23.00,Shipped On Time,6.00,15.26,0.41,Office Supplies,New York City,United States,Janet Molinari,0.00,1,12/11/2018,CA-2018-105816,Chuck Magee,10024,Advantus Push Pins,6.00,7.00,East,,6.26,15.00,Corporate,12/17/2018,Standard Class,New York,Fasteners
6,1542.00,Shipped On Time,6.00,1029.95,0.29,Technology,New York City,United States,Janet Molinari,0.00,1,12/11/2018,CA-2018-105816,Chuck Magee,10024,AT&T CL83451 4-Handset Telephone,299.00,5.00,East,,298.69,1030.00,Corporate,12/17/2018,Standard Class,New York,Phones
1,312.00,Shipped On Time,1.00,208.56,0.25,Office Supplies,Troy,United States,Ted Butterfield,0.00,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,Home/Office Personal File Carts,52.00,6.00,East,Yes,52.14,209.00,Consumer,6/18/2018,First Class,New York,Storage
1,312.00,Shipped On Time,1.00,208.56,0.25,Office Supplies,Troy,United States,Ted Butterfield,0.00,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,Home/Office Personal File Carts,52.00,6.00,East,Yes,52.14,209.00,Consumer,6/18/2018,First Class,New York,Storage
1,312.00,Shipped On Time,1.00,208.56,0.25,Office Supplies,Troy,United States,Ted Butterfield,0.00,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,Home/Office Personal File Carts,52.00,6.00,East,Yes,52.14,209.00,Consumer,6/18/2018,First Class,New York,Storage
1,312.00,Shipped On Time,1.00,208.56,0.25,Office Supplies,Troy,United States,Ted Butterfield,0.00,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,Home/Office Personal File Carts,52.00,6.00,East,Yes,52.14,209.00,Consumer,6/18/2018,First Class,New York,Storage
1,312.00,Shipped On Time,1.00,208.56,0.25,Office Supplies,Troy,United States,Ted Butterfield,0.00,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,Home/Office Personal File Carts,52.00,6.00,East,Yes,52.14,209.00,Consumer,6/18/2018,First Class,New York,Storage
1,312.00,Shipped On Time,1.00,208.56,0.25,Office Supplies,Troy,United States,Ted Butterfield,0.00,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,Home/Office Personal File Carts,52.00,6.00,East,Yes,52.14,209.00,Consumer,6/18/2018,First Class,New York,Storage
1,312.00,Shipped On Time,1.00,208.56,0.25,Office Supplies,Troy,United States,Ted Butterfield,0.00,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,Home/Office Personal File Carts,52.00,6.00,East,Yes,52.14,209.00,Consumer,6/18/2018,First Class,New York,Storage
1,49.00,Shipped On Time,1.00,32.40,0.48,Office Supplies,Troy,United States,Ted Butterfield,0.00,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,Xerox 232,16.00,5.00,East,Yes,15.55,32.00,Consumer,6/18/2018,First Class,New York,Paper
1,49.00,Shipped On Time,1.00,32.40,0.48,Office Supplies,Troy,United States,Ted Butterfield,0.00,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,Xerox 232,16.00,5.00,East,Yes,15.55,32.00,Consumer,6/18/2018,First Class,New York,Paper
1,49.00,Shipped On Time,1.00,32.40,0.48,Office Supplies,Troy,United States,Ted Butterfield,0.00,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,Xerox 232,16.00,5.00,East,Yes,15.55,32.00,Consumer,6/18/2018,First Class,New York,Paper
1,49.00,Shipped On Time,1.00,32.40,0.48,Office Supplies,Troy,United States,Ted Butterfield,0.00,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,Xerox 232,16.00,5.00,East,Yes,15.55,32.00,Consumer,6/18/2018,First Class,New York,Paper
1,49.00,Shipped On Time,1.00,32.40,0.48,Office Supplies,Troy,United States,Ted Butterfield,0.00,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,Xerox 232,16.00,5.00,East,Yes,15.55,32.00,Consumer,6/18/2018,First Class,New York,Paper
1,49.00,Shipped On Time,1.00,32.40,0.48,Office Supplies,Troy,United States,Ted Butterfield,0.00,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,Xerox 232,16.00,5.00,East,Yes,15.55,32.00,Consumer,6/18/2018,First Class,New York,Paper
1,49.00,Shipped On Time,1.00,32.40,0.48,Office Supplies,Troy,United States,Ted Butterfield,0.00,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,Xerox 232,16.00,5.00,East,Yes,15.55,32.00,Consumer,6/18/2018,First Class,New York,Paper
1,478.00,Shipped On Time,1.00,319.41,0.02,Furniture,Troy,United States,Ted Butterfield,0.10,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,Novimex Turbo Task Chair,7.00,5.00,East,Yes,7.10,319.00,Consumer,6/18/2018,First Class,New York,Chairs
1,478.00,Shipped On Time,1.00,319.41,0.02,Furniture,Troy,United States,Ted Butterfield,0.10,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,Novimex Turbo Task Chair,7.00,5.00,East,Yes,7.10,319.00,Consumer,6/18/2018,First Class,New York,Chairs
1,478.00,Shipped On Time,1.00,319.41,0.02,Furniture,Troy,United States,Ted Butterfield,0.10,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,Novimex Turbo Task Chair,7.00,5.00,East,Yes,7.10,319.00,Consumer,6/18/2018,First Class,New York,Chairs
1,478.00,Shipped On Time,1.00,319.41,0.02,Furniture,Troy,United States,Ted Butterfield,0.10,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,Novimex Turbo Task Chair,7.00,5.00,East,Yes,7.10,319.00,Consumer,6/18/2018,First Class,New York,Chairs
1,478.00,Shipped On Time,1.00,319.41,0.02,Furniture,Troy,United States,Ted Butterfield,0.10,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,Novimex Turbo Task Chair,7.00,5.00,East,Yes,7.10,319.00,Consumer,6/18/2018,First Class,New York,Chairs
1,478.00,Shipped On Time,1.00,319.41,0.02,Furniture,Troy,United States,Ted Butterfield,0.10,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,Novimex Turbo Task Chair,7.00,5.00,East,Yes,7.10,319.00,Consumer,6/18/2018,First Class,New York,Chairs
1,478.00,Shipped On Time,1.00,319.41,0.02,Furniture,Troy,United States,Ted Butterfield,0.10,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,Novimex Turbo Task Chair,7.00,5.00,East,Yes,7.10,319.00,Consumer,6/18/2018,First Class,New York,Chairs
1,22.00,Shipped On Time,1.00,14.56,0.48,Office Supplies,Troy,United States,Ted Butterfield,0.00,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,"Array Parchment Paper, Assorted Colors",7.00,2.00,East,Yes,6.99,15.00,Consumer,6/18/2018,First Class,New York,Paper
1,22.00,Shipped On Time,1.00,14.56,0.48,Office Supplies,Troy,United States,Ted Butterfield,0.00,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,"Array Parchment Paper, Assorted Colors",7.00,2.00,East,Yes,6.99,15.00,Consumer,6/18/2018,First Class,New York,Paper
1,22.00,Shipped On Time,1.00,14.56,0.48,Office Supplies,Troy,United States,Ted Butterfield,0.00,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,"Array Parchment Paper, Assorted Colors",7.00,2.00,East,Yes,6.99,15.00,Consumer,6/18/2018,First Class,New York,Paper
1,22.00,Shipped On Time,1.00,14.56,0.48,Office Supplies,Troy,United States,Ted Butterfield,0.00,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,"Array Parchment Paper, Assorted Colors",7.00,2.00,East,Yes,6.99,15.00,Consumer,6/18/2018,First Class,New York,Paper
1,22.00,Shipped On Time,1.00,14.56,0.48,Office Supplies,Troy,United States,Ted Butterfield,0.00,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,"Array Parchment Paper, Assorted Colors",7.00,2.00,East,Yes,6.99,15.00,Consumer,6/18/2018,First Class,New York,Paper
1,22.00,Shipped On Time,1.00,14.56,0.48,Office Supplies,Troy,United States,Ted Butterfield,0.00,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,"Array Parchment Paper, Assorted Colors",7.00,2.00,East,Yes,6.99,15.00,Consumer,6/18/2018,First Class,New York,Paper
1,22.00,Shipped On Time,1.00,14.56,0.48,Office Supplies,Troy,United States,Ted Butterfield,0.00,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,"Array Parchment Paper, Assorted Colors",7.00,2.00,East,Yes,6.99,15.00,Consumer,6/18/2018,First Class,New York,Paper
1,45.00,Shipped On Time,1.00,30.00,0.11,Technology,Troy,United States,Ted Butterfield,0.00,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,3.00,2.00,East,Yes,3.30,30.00,Consumer,6/18/2018,First Class,New York,Accessories
1,45.00,Shipped On Time,1.00,30.00,0.11,Technology,Troy,United States,Ted Butterfield,0.00,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,3.00,2.00,East,Yes,3.30,30.00,Consumer,6/18/2018,First Class,New York,Accessories
1,45.00,Shipped On Time,1.00,30.00,0.11,Technology,Troy,United States,Ted Butterfield,0.00,1,6/17/2018,CA-2018-111682,Chuck Magee,12180,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,3.00,2.00,East,Yes,3.30,30.00,Consumer,6/18/2018,First Class,New York,Accessories
